'Elapsed time','ECG1'
'seconds','mV'
0.000,-0.305
0.008,-0.265
0.016,-0.245
0.023,-0.235
0.031,-0.235
0.039,-0.155
0.047,-0.395
0.055,-0.805
0.062,-0.585
0.070,1.145
0.078,2.715
0.086,3.235
0.094,1.885
0.102,0.275
0.109,-0.255
0.117,-0.415
0.125,-0.445
0.133,-0.395
0.141,-0.395
0.148,-0.415
0.156,-0.385
0.164,-0.335
0.172,-0.355
0.180,-0.395
0.188,-0.355
0.195,-0.305
0.203,-0.325
0.211,-0.385
0.219,-0.395
0.227,-0.325
0.234,-0.315
0.242,-0.305
0.250,-0.285
0.258,-0.265
0.266,-0.275
0.273,-0.275
0.281,-0.255
0.289,-0.235
0.297,-0.235
0.305,-0.195
0.312,-0.145
0.320,-0.145
0.328,-0.155
0.336,-0.115
0.344,-0.055
0.352,-0.035
0.359,-0.075
0.367,-0.125
0.375,-0.105
0.383,-0.105
0.391,-0.125
0.398,-0.095
0.406,-0.045
0.414,-0.065
0.422,-0.085
0.430,-0.055
0.438,-0.025
0.445,-0.015
0.453,-0.065
0.461,-0.095
0.469,-0.075
0.477,-0.015
0.484,-0.035
0.492,-0.055
0.500,-0.015
0.508,0.005
0.516,-0.055
0.523,-0.105
0.531,0.015
0.539,0.085
0.547,0.095
0.555,0.245
0.562,0.305
0.570,0.245
0.578,0.185
0.586,0.135
0.594,0.055
0.602,-0.055
0.609,-0.185
0.617,-0.265
0.625,-0.265
0.633,-0.245
0.641,-0.225
0.648,-0.195
0.656,-0.325
0.664,-0.785
0.672,-0.575
0.680,0.945
0.688,2.695
0.695,3.345
0.703,2.295
0.711,0.605
0.719,-0.145
0.727,-0.465
0.734,-0.495
0.742,-0.505
0.750,-0.465
0.758,-0.435
0.766,-0.405
0.773,-0.405
0.781,-0.425
0.789,-0.445
0.797,-0.445
0.805,-0.425
0.812,-0.425
0.820,-0.405
0.828,-0.385
0.836,-0.315
0.844,-0.275
0.852,-0.295
0.859,-0.285
0.867,-0.255
0.875,-0.245
0.883,-0.265
0.891,-0.285
0.898,-0.275
0.906,-0.285
0.914,-0.265
0.922,-0.225
0.930,-0.165
0.938,-0.095
0.945,-0.085
0.953,-0.065
0.961,-0.075
0.969,-0.085
0.977,-0.125
0.984,-0.155
0.992,-0.155
1.000,-0.155
1.008,-0.155
1.016,-0.145
1.023,-0.145
1.031,-0.125
1.039,-0.105
1.047,-0.085
1.055,-0.095
1.062,-0.055
1.070,-0.055
1.078,-0.065
1.086,-0.085
1.094,-0.095
1.102,-0.095
1.109,-0.055
1.117,-0.065
1.125,-0.095
1.133,-0.015
1.141,-0.005
1.148,-0.005
1.156,0.125
1.164,0.245
1.172,0.235
1.180,0.155
1.188,0.095
1.195,0.025
1.203,-0.115
1.211,-0.235
1.219,-0.205
1.227,-0.205
1.234,-0.195
1.242,-0.235
1.250,-0.215
1.258,-0.155
1.266,-0.685
1.273,-0.835
1.281,0.145
1.289,2.255
1.297,3.165
1.305,2.825
1.312,0.885
1.320,-0.065
1.328,-0.375
1.336,-0.415
1.344,-0.415
1.352,-0.405
1.359,-0.385
1.367,-0.385
1.375,-0.385
1.383,-0.355
1.391,-0.335
1.398,-0.335
1.406,-0.355
1.414,-0.365
1.422,-0.355
1.430,-0.335
1.438,-0.305
1.445,-0.325
1.453,-0.325
1.461,-0.305
1.469,-0.275
1.477,-0.265
1.484,-0.265
1.492,-0.255
1.500,-0.225
1.508,-0.215
1.516,-0.215
1.523,-0.185
1.531,-0.155
1.539,-0.095
1.547,-0.015
1.555,-0.015
1.562,-0.075
1.570,-0.075
1.578,-0.115
1.586,-0.125
1.594,-0.105
1.602,-0.095
1.609,-0.055
1.617,-0.065
1.625,-0.045
1.633,-0.075
1.641,-0.095
1.648,-0.055
1.656,-0.015
1.664,-0.025
1.672,-0.025
1.680,-0.015
1.688,-0.015
1.695,-0.055
1.703,-0.055
1.711,-0.025
1.719,-0.055
1.727,-0.115
1.734,-0.015
1.742,0.055
