'Elapsed time','ECG2'
'seconds','mV'
0.000,-0.075
0.008,-0.045
0.016,-0.055
0.023,-0.055
0.031,-0.045
0.039,-0.035
0.047,-0.035
0.055,-0.045
0.062,-0.045
0.070,-0.025
0.078,-0.035
0.086,-0.035
0.094,-0.025
0.102,0.005
0.109,-0.005
0.117,-0.005
0.125,0.025
0.133,0.055
0.141,0.075
0.148,0.055
0.156,0.045
0.164,0.045
0.172,0.025
0.180,-0.005
0.188,-0.015
0.195,-0.015
0.203,-0.025
0.211,-0.035
0.219,-0.035
0.227,-0.015
0.234,-0.035
0.242,-0.035
0.250,-0.025
0.258,-0.025
0.266,-0.025
0.273,-0.045
0.281,-0.025
0.289,-0.035
0.297,-0.045
0.305,-0.055
0.312,-0.065
0.320,-0.055
0.328,-0.075
0.336,-0.075
0.344,-0.075
0.352,-0.085
0.359,-0.095
0.367,-0.105
0.375,-0.055
0.383,0.005
0.391,-0.035
0.398,-0.095
0.406,-0.085
0.414,-0.115
0.422,-0.125
0.430,-0.125
0.438,-0.125
0.445,-0.115
0.453,-0.125
0.461,-0.135
0.469,-0.125
0.477,-0.115
0.484,-0.115
0.492,-0.135
0.500,-0.115
0.508,-0.105
0.516,-0.105
0.523,-0.105
0.531,-0.075
0.539,-0.025
0.547,0.155
0.555,0.315
0.562,-0.295
0.570,-0.475
0.578,-0.725
0.586,-0.935
0.594,-0.555
0.602,-0.215
0.609,-0.045
0.617,-0.035
0.625,-0.055
0.633,-0.055
0.641,-0.045
0.648,-0.045
0.656,-0.055
0.664,-0.035
0.672,-0.025
0.680,-0.035
0.688,-0.025
0.695,-0.025
0.703,-0.015
0.711,-0.015
0.719,-0.015
0.727,0.005
0.734,0.005
0.742,0.005
0.750,0.005
0.758,0.025
0.766,0.025
0.773,0.025
0.781,0.025
0.789,0.045
0.797,0.055
0.805,0.045
0.812,0.045
0.820,0.055
0.828,0.075
0.836,0.075
0.844,0.095
0.852,0.105
0.859,0.115
0.867,0.095
0.875,0.075
0.883,0.055
0.891,0.025
0.898,-0.005
0.906,-0.015
0.914,-0.025
0.922,-0.045
0.930,-0.055
0.938,-0.055
0.945,-0.055
0.953,-0.045
0.961,-0.055
0.969,-0.055
0.977,-0.045
0.984,-0.035
0.992,-0.045
1.000,-0.045
1.008,-0.035
1.016,-0.035
1.023,-0.055
1.031,-0.055
1.039,-0.045
1.047,-0.065
1.055,-0.075
1.062,-0.085
1.070,-0.085
1.078,-0.075
1.086,-0.095
1.094,-0.095
1.102,-0.095
1.109,-0.095
1.117,-0.115
1.125,-0.125
1.133,-0.075
1.141,-0.005
1.148,-0.035
1.156,-0.065
1.164,-0.085
1.172,-0.095
1.180,-0.105
1.188,-0.115
1.195,-0.125
1.203,-0.115
1.211,-0.125
1.219,-0.135
1.227,-0.135
1.234,-0.135
1.242,-0.135
1.250,-0.145
1.258,-0.125
1.266,-0.125
1.273,-0.125
1.281,-0.105
1.289,-0.025
1.297,0.075
1.305,0.255
1.312,-0.385
1.320,-0.575
1.328,-0.895
1.336,-0.895
1.344,-0.395
1.352,-0.115
1.359,-0.015
1.367,-0.055
1.375,-0.055
1.383,-0.055
1.391,-0.065
1.398,-0.065
1.406,-0.045
1.414,-0.035
1.422,-0.045
1.430,-0.055
1.438,-0.045
1.445,-0.025
1.453,-0.035
1.461,-0.035
1.469,-0.015
1.477,-0.005
1.484,-0.005
1.492,-0.005
1.500,0.005
1.508,0.015
1.516,0.025
1.523,0.015
1.531,0.025
1.539,0.045
1.547,0.045
1.555,0.045
1.562,0.055
1.570,0.065
1.578,0.075
1.586,0.065
1.594,0.095
1.602,0.115
1.609,0.115
1.617,0.085
1.625,0.065
1.633,0.055
1.641,0.015
1.648,-0.015
1.656,-0.055
1.664,-0.045
1.672,-0.065
1.680,-0.075
1.688,-0.075
1.695,-0.065
1.703,-0.065
1.711,-0.075
1.719,-0.065
1.727,-0.055
1.734,-0.065
1.742,-0.075
1.750,-0.065
1.758,-0.065
1.766,-0.065
1.773,-0.075
1.781,-0.085
1.789,-0.075
1.797,-0.085
1.805,-0.105
1.812,-0.115
1.820,-0.105
1.828,-0.115
1.836,-0.125
1.844,-0.125
1.852,-0.115
1.859,-0.135
1.867,-0.145
1.875,-0.135
1.883,-0.135
1.891,-0.155
1.898,-0.165
1.906,-0.105
1.914,-0.045
1.922,-0.065
1.930,-0.135
1.938,-0.135
1.945,-0.145
1.953,-0.145
1.961,-0.165
1.969,-0.165
1.977,-0.155
1.984,-0.155
1.992,-0.175
2.000,-0.165
2.008,-0.155
2.016,-0.165
2.023,-0.165
2.031,-0.165
2.039,-0.145
2.047,-0.135
2.055,-0.155
2.062,-0.105
2.070,-0.085
2.078,0.275
2.086,-0.125
2.094,-0.415
2.102,-0.655
2.109,-1.035
2.117,-0.715
2.125,-0.315
2.133,-0.085
2.141,-0.035
2.148,-0.075
2.156,-0.095
2.164,-0.075
2.172,-0.075
2.180,-0.075
2.188,-0.075
2.195,-0.065
2.203,-0.055
2.211,-0.065
2.219,-0.065
2.227,-0.045
2.234,-0.045
2.242,-0.055
2.250,-0.045
2.258,-0.035
2.266,-0.015
2.273,-0.025
2.281,-0.015
2.289,-0.005
2.297,0.005
2.305,-0.005
2.312,0.015
2.320,0.025
2.328,0.025
2.336,0.035
2.344,0.045
2.352,0.065
2.359,0.075
2.367,0.075
2.375,0.085
2.383,0.085
2.391,0.055
2.398,0.035
2.406,0.025
2.414,-0.005
2.422,-0.045
2.430,-0.065
2.438,-0.075
2.445,-0.075
2.453,-0.075
2.461,-0.085
2.469,-0.065
2.477,-0.075
2.484,-0.075
2.492,-0.075
2.500,-0.075
2.508,-0.075
2.516,-0.075
2.523,-0.095
2.531,-0.085
2.539,-0.085
2.547,-0.095
2.555,-0.105
2.562,-0.105
2.570,-0.105
2.578,-0.105
2.586,-0.125
2.594,-0.135
2.602,-0.125
2.609,-0.135
2.617,-0.145
2.625,-0.145
2.633,-0.135
2.641,-0.155
2.648,-0.175
2.656,-0.165
2.664,-0.105
2.672,-0.055
2.680,-0.085
2.688,-0.145
2.695,-0.135
2.703,-0.165
2.711,-0.175
2.719,-0.175
2.727,-0.165
2.734,-0.165
2.742,-0.185
2.750,-0.175
2.758,-0.155
2.766,-0.165
2.773,-0.175
2.781,-0.165
2.789,-0.145
2.797,-0.145
2.805,-0.155
2.812,-0.095
2.820,-0.085
2.828,0.295
2.836,-0.005
2.844,-0.275
2.852,-0.525
2.859,-0.985
2.867,-0.825
2.875,-0.395
2.883,-0.165
2.891,-0.055
2.898,-0.095
2.906,-0.105
2.914,-0.095
2.922,-0.095
2.930,-0.105
2.938,-0.095
2.945,-0.085
2.953,-0.075
2.961,-0.085
2.969,-0.085
2.977,-0.065
2.984,-0.075
2.992,-0.075
3.000,-0.065
3.008,-0.055
3.016,-0.045
3.023,-0.065
3.031,-0.055
3.039,-0.025
3.047,-0.035
3.055,-0.045
3.062,-0.035
3.070,-0.025
3.078,-0.015
3.086,-0.025
3.094,-0.015
3.102,0.015
3.109,0.025
3.117,0.025
3.125,0.035
3.133,0.055
3.141,0.075
3.148,0.055
3.156,0.045
3.164,0.035
3.172,0.005
3.180,-0.025
3.188,-0.035
3.195,-0.065
3.203,-0.055
3.211,-0.065
3.219,-0.085
3.227,-0.075
3.234,-0.065
3.242,-0.075
3.250,-0.085
3.258,-0.065
3.266,-0.055
3.273,-0.065
3.281,-0.075
3.289,-0.065
3.297,-0.055
3.305,-0.065
3.312,-0.075
3.320,-0.085
3.328,-0.075
3.336,-0.085
3.344,-0.115
3.352,-0.115
3.359,-0.095
3.367,-0.045
3.375,-0.035
3.383,-0.065
3.391,-0.095
3.398,-0.095
3.406,-0.145
3.414,-0.145
3.422,-0.135
3.430,-0.145
3.438,-0.155
3.445,-0.145
3.453,-0.135
3.461,-0.145
3.469,-0.155
3.477,-0.145
3.484,-0.115
3.492,-0.135
3.500,-0.125
3.508,-0.125
3.516,-0.095
3.523,-0.065
3.531,0.065
3.539,0.405
3.547,-0.085
3.555,-0.375
3.562,-0.815
3.570,-0.855
3.578,-0.535
3.586,-0.255
3.594,-0.095
3.602,-0.045
3.609,-0.065
3.617,-0.075
3.625,-0.075
3.633,-0.075
3.641,-0.045
