'Elapsed time','ECG1'
'seconds','mV'
0.000,-0.355
0.008,-0.355
0.016,-0.345
0.023,-0.335
0.031,-0.335
0.039,-0.345
0.047,-0.345
0.055,-0.375
0.062,-0.365
0.070,-0.355
0.078,-0.365
0.086,-0.355
0.094,-0.385
0.102,-0.385
0.109,-0.375
0.117,-0.415
0.125,-0.405
0.133,-0.415
0.141,-0.415
0.148,-0.385
0.156,-0.395
0.164,-0.395
0.172,-0.405
0.180,-0.395
0.188,-0.395
0.195,-0.385
0.203,-0.385
0.211,-0.355
0.219,-0.365
0.227,-0.375
0.234,-0.345
0.242,-0.325
0.250,-0.325
0.258,-0.285
0.266,-0.215
0.273,-0.195
0.281,-0.235
0.289,-0.285
0.297,-0.315
0.305,-0.395
0.312,-0.415
0.320,-0.415
0.328,-0.385
0.336,-0.385
0.344,-0.395
0.352,-0.405
0.359,-0.325
0.367,-0.505
0.375,-0.765
0.383,-0.695
0.391,0.095
0.398,1.265
0.406,2.455
0.414,3.025
0.422,1.425
0.430,-0.625
0.438,-1.085
0.445,-0.935
0.453,-0.765
0.461,-0.485
0.469,-0.375
0.477,-0.375
0.484,-0.325
0.492,-0.335
0.500,-0.305
0.508,-0.285
0.516,-0.245
0.523,-0.205
0.531,-0.175
0.539,-0.185
0.547,-0.125
0.555,-0.115
0.562,-0.075
0.570,-0.025
0.578,0.045
0.586,0.135
0.594,0.185
0.602,0.275
0.609,0.365
0.617,0.435
0.625,0.495
0.633,0.545
0.641,0.555
0.648,0.565
0.656,0.445
0.664,0.295
0.672,0.145
0.680,-0.025
0.688,-0.145
0.695,-0.245
0.703,-0.285
0.711,-0.305
0.719,-0.345
0.727,-0.365
0.734,-0.365
0.742,-0.385
0.750,-0.385
0.758,-0.375
0.766,-0.365
0.773,-0.365
0.781,-0.365
0.789,-0.365
0.797,-0.355
0.805,-0.375
0.812,-0.355
0.820,-0.365
0.828,-0.355
0.836,-0.335
0.844,-0.335
0.852,-0.345
0.859,-0.355
0.867,-0.365
0.875,-0.365
0.883,-0.355
0.891,-0.385
0.898,-0.375
0.906,-0.385
0.914,-0.385
0.922,-0.385
0.930,-0.395
0.938,-0.395
0.945,-0.385
0.953,-0.395
0.961,-0.385
0.969,-0.385
0.977,-0.395
0.984,-0.365
0.992,-0.395
1.000,-0.375
1.008,-0.385
1.016,-0.365
1.023,-0.345
1.031,-0.365
1.039,-0.365
1.047,-0.355
1.055,-0.375
1.062,-0.335
1.070,-0.305
1.078,-0.295
1.086,-0.225
