'Elapsed time','ECG2'
'seconds','mV'
0.000,-0.235
0.004,-0.210
0.008,-0.210
0.012,-0.205
0.016,-0.215
0.020,-0.220
0.024,-0.200
0.028,-0.210
0.032,-0.200
0.036,-0.190
0.040,-0.215
0.044,-0.200
0.048,-0.195
0.052,-0.190
0.056,-0.190
0.060,-0.190
0.064,-0.190
0.068,-0.200
0.072,-0.205
0.076,-0.205
0.080,-0.200
0.084,-0.210
0.088,-0.210
0.092,-0.215
0.096,-0.205
0.100,-0.215
0.104,-0.220
0.108,-0.225
0.112,-0.225
0.116,-0.240
0.120,-0.230
0.124,-0.215
0.128,-0.230
0.132,-0.220
0.136,-0.230
0.140,-0.210
0.144,-0.225
0.148,-0.215
0.152,-0.225
0.156,-0.225
0.160,-0.210
0.164,-0.200
0.168,-0.220
0.172,-0.210
0.176,-0.225
0.180,-0.220
0.184,-0.220
0.188,-0.210
0.192,-0.210
0.196,-0.205
0.200,-0.220
0.204,-0.210
0.208,-0.200
0.212,-0.205
0.216,-0.205
0.220,-0.195
0.224,-0.200
0.228,-0.200
0.232,-0.205
0.236,-0.190
0.240,-0.210
0.244,-0.205
0.248,-0.200
0.252,-0.200
0.256,-0.210
0.260,-0.190
0.264,-0.215
0.268,-0.220
0.272,-0.210
0.276,-0.230
0.280,-0.210
0.284,-0.235
0.288,-0.215
0.292,-0.230
0.296,-0.230
0.300,-0.270
0.304,-0.285
0.308,-0.290
0.312,-0.305
0.316,-0.305
0.320,-0.295
0.324,-0.290
0.328,-0.265
0.332,-0.255
0.336,-0.225
0.340,-0.210
0.344,-0.220
0.348,-0.210
0.352,-0.210
0.356,-0.210
0.360,-0.225
0.364,-0.205
0.368,-0.220
0.372,-0.230
0.376,-0.250
0.380,-0.225
0.384,-0.220
0.388,-0.130
0.392,0.000
0.396,0.195
0.400,0.430
0.404,0.660
0.408,0.795
0.412,0.835
0.416,0.685
0.420,0.370
0.424,0.025
0.428,-0.205
0.432,-0.280
0.436,-0.265
0.440,-0.245
0.444,-0.200
0.448,-0.240
0.452,-0.230
0.456,-0.250
0.460,-0.250
0.464,-0.240
0.468,-0.260
0.472,-0.260
0.476,-0.230
0.480,-0.240
0.484,-0.235
0.488,-0.270
0.492,-0.240
0.496,-0.275
0.500,-0.280
0.504,-0.270
0.508,-0.250
0.512,-0.250
0.516,-0.260
0.520,-0.245
0.524,-0.245
0.528,-0.235
0.532,-0.235
0.536,-0.235
0.540,-0.240
0.544,-0.230
0.548,-0.225
0.552,-0.210
0.556,-0.235
0.560,-0.210
0.564,-0.225
0.568,-0.215
0.572,-0.225
0.576,-0.215
0.580,-0.230
0.584,-0.240
0.588,-0.225
0.592,-0.230
0.596,-0.220
0.600,-0.220
0.604,-0.210
0.608,-0.220
0.612,-0.210
0.616,-0.205
0.620,-0.210
0.624,-0.220
0.628,-0.225
0.632,-0.245
0.636,-0.220
0.640,-0.230
0.644,-0.245
0.648,-0.230
0.652,-0.230
0.656,-0.245
0.660,-0.215
0.664,-0.235
0.668,-0.210
0.672,-0.190
0.676,-0.200
0.680,-0.200
0.684,-0.185
0.688,-0.185
0.692,-0.185
0.696,-0.175
0.700,-0.180
0.704,-0.180
0.708,-0.165
0.712,-0.180
0.716,-0.190
0.720,-0.200
0.724,-0.205
0.728,-0.215
0.732,-0.200
0.736,-0.235
0.740,-0.220
0.744,-0.230
0.748,-0.230
0.752,-0.245
0.756,-0.220
0.760,-0.220
0.764,-0.230
0.768,-0.215
0.772,-0.215
0.776,-0.235
0.780,-0.225
0.784,-0.210
0.788,-0.205
0.792,-0.205
0.796,-0.195
0.800,-0.215
0.804,-0.205
0.808,-0.215
0.812,-0.200
0.816,-0.200
0.820,-0.220
0.824,-0.220
0.828,-0.215
0.832,-0.220
0.836,-0.230
0.840,-0.220
0.844,-0.220
0.848,-0.220
0.852,-0.235
0.856,-0.235
0.860,-0.225
0.864,-0.245
0.868,-0.250
0.872,-0.220
0.876,-0.240
0.880,-0.245
0.884,-0.275
0.888,-0.290
0.892,-0.275
0.896,-0.275
0.900,-0.250
0.904,-0.250
0.908,-0.250
0.912,-0.240
0.916,-0.260
0.920,-0.260
0.924,-0.250
0.928,-0.240
0.932,-0.235
0.936,-0.235
0.940,-0.240
0.944,-0.245
0.948,-0.265
0.952,-0.255
0.956,-0.245
0.960,-0.255
0.964,-0.240
0.968,-0.240
0.972,-0.240
0.976,-0.245
0.980,-0.250
0.984,-0.225
0.988,-0.220
0.992,-0.205
0.996,-0.195
1.000,-0.200
1.004,-0.200
1.008,-0.195
1.012,-0.195
1.016,-0.170
1.020,-0.180
1.024,-0.185
1.028,-0.205
1.032,-0.190
1.036,-0.200
1.040,-0.185
1.044,-0.185
1.048,-0.185
1.052,-0.195
1.056,-0.215
1.060,-0.200
1.064,-0.205
1.068,-0.215
1.072,-0.230
1.076,-0.250
1.080,-0.265
1.084,-0.255
1.088,-0.265
1.092,-0.235
1.096,-0.230
1.100,-0.205
1.104,-0.190
1.108,-0.175
1.112,-0.160
1.116,-0.165
1.120,-0.160
1.124,-0.160
1.128,-0.155
1.132,-0.155
1.136,-0.170
1.140,-0.145
1.144,-0.160
1.148,-0.180
1.152,-0.200
1.156,-0.215
1.160,-0.225
1.164,-0.225
1.168,-0.195
1.172,-0.195
1.176,-0.125
1.180,0.020
1.184,0.195
1.188,0.410
1.192,0.635
1.196,0.790
1.200,0.845
