'Elapsed time','ECG1'
'seconds','mV'
0.000,-0.040
0.004,-0.055
0.008,-0.060
0.012,-0.040
0.016,-0.030
0.020,-0.025
0.024,-0.040
0.028,-0.045
0.032,-0.045
0.036,-0.030
0.040,-0.040
0.044,-0.040
0.048,-0.030
0.052,-0.020
0.056,-0.010
0.060,-0.040
0.064,-0.010
0.068,-0.035
0.072,-0.045
0.076,-0.060
0.080,-0.045
0.084,-0.060
0.088,-0.040
0.092,-0.040
0.096,-0.010
0.100,-0.030
0.104,-0.035
0.108,-0.040
0.112,-0.035
0.116,-0.055
0.120,-0.055
0.124,-0.055
0.128,-0.055
0.132,-0.045
0.136,-0.035
0.140,-0.030
0.144,-0.035
0.148,-0.045
0.152,-0.055
0.156,-0.060
0.160,-0.060
0.164,-0.050
0.168,-0.055
0.172,-0.050
0.176,-0.065
0.180,-0.060
0.184,-0.060
0.188,-0.065
0.192,-0.050
0.196,-0.045
0.200,-0.050
0.204,-0.050
0.208,-0.045
0.212,-0.045
0.216,-0.050
0.220,-0.025
0.224,-0.060
0.228,-0.045
0.232,-0.030
0.236,-0.050
0.240,-0.060
0.244,-0.055
0.248,-0.060
0.252,-0.050
0.256,-0.050
0.260,-0.055
0.264,-0.050
0.268,-0.040
0.272,-0.055
0.276,-0.055
0.280,-0.065
0.284,-0.040
0.288,-0.070
0.292,-0.045
0.296,-0.065
0.300,-0.065
0.304,-0.075
0.308,-0.070
0.312,-0.095
0.316,-0.095
0.320,-0.080
0.324,-0.110
0.328,-0.105
0.332,-0.115
0.336,-0.110
0.340,-0.110
0.344,-0.070
0.348,-0.100
0.352,-0.090
0.356,-0.120
0.360,-0.115
0.364,-0.100
0.368,-0.100
0.372,-0.080
0.376,-0.085
0.380,-0.075
0.384,-0.070
0.388,-0.075
0.392,-0.060
0.396,-0.005
0.400,0.010
0.404,0.055
0.408,0.100
0.412,0.200
0.416,0.230
0.420,0.220
0.424,0.110
0.428,-0.025
0.432,-0.300
0.436,-0.615
0.440,-0.770
0.444,-0.795
0.448,-0.685
0.452,-0.530
0.456,-0.365
0.460,-0.220
0.464,-0.120
0.468,-0.105
0.472,-0.095
0.476,-0.055
0.480,-0.065
0.484,-0.080
0.488,-0.060
0.492,-0.025
0.496,-0.060
0.500,-0.050
0.504,-0.055
0.508,-0.040
0.512,-0.050
0.516,-0.060
0.520,-0.065
0.524,-0.060
0.528,-0.060
0.532,-0.075
0.536,-0.050
0.540,-0.050
0.544,-0.060
0.548,-0.045
0.552,-0.050
0.556,-0.040
0.560,-0.040
0.564,-0.060
0.568,-0.050
0.572,-0.050
0.576,-0.030
0.580,-0.025
0.584,-0.050
0.588,-0.020
0.592,-0.025
0.596,-0.020
0.600,-0.010
0.604,-0.020
0.608,-0.030
0.612,-0.020
0.616,0.005
0.620,-0.015
0.624,-0.020
0.628,-0.010
0.632,0.000
0.636,-0.020
0.640,-0.010
0.644,-0.015
0.648,-0.040
0.652,-0.040
0.656,-0.025
0.660,-0.030
0.664,-0.035
0.668,-0.030
0.672,-0.040
0.676,-0.020
0.680,-0.030
0.684,-0.040
0.688,-0.035
0.692,-0.030
0.696,-0.035
0.700,-0.025
0.704,-0.035
0.708,-0.045
0.712,-0.030
0.716,-0.050
0.720,-0.060
0.724,-0.080
0.728,-0.080
0.732,-0.070
0.736,-0.060
0.740,-0.070
0.744,-0.070
0.748,-0.070
0.752,-0.095
0.756,-0.080
0.760,-0.085
0.764,-0.090
0.768,-0.090
0.772,-0.110
0.776,-0.095
0.780,-0.090
0.784,-0.075
0.788,-0.080
0.792,-0.100
0.796,-0.095
0.800,-0.085
0.804,-0.095
0.808,-0.060
0.812,-0.095
0.816,-0.075
0.820,-0.090
0.824,-0.070
0.828,-0.080
0.832,-0.075
0.836,-0.075
0.840,-0.060
0.844,-0.060
0.848,-0.080
0.852,-0.070
0.856,-0.090
0.860,-0.065
0.864,-0.070
0.868,-0.070
0.872,-0.070
0.876,-0.070
0.880,-0.080
0.884,-0.060
0.888,-0.065
0.892,-0.085
0.896,-0.065
0.900,-0.080
0.904,-0.075
0.908,-0.080
0.912,-0.085
0.916,-0.075
0.920,-0.085
0.924,-0.075
0.928,-0.065
0.932,-0.065
0.936,-0.080
0.940,-0.070
0.944,-0.080
0.948,-0.070
0.952,-0.070
0.956,-0.075
0.960,-0.060
0.964,-0.035
0.968,-0.050
0.972,-0.080
0.976,-0.065
0.980,-0.070
0.984,-0.055
0.988,-0.040
0.992,-0.045
0.996,-0.055
1.000,-0.040
1.004,-0.050
1.008,-0.055
1.012,-0.045
1.016,-0.050
1.020,-0.050
1.024,-0.045
1.028,-0.055
1.032,-0.040
1.036,-0.040
1.040,-0.045
1.044,-0.050
1.048,-0.055
1.052,-0.065
1.056,-0.040
1.060,-0.060
1.064,-0.060
1.068,-0.045
1.072,-0.075
1.076,-0.065
1.080,-0.070
1.084,-0.080
1.088,-0.095
1.092,-0.085
1.096,-0.075
1.100,-0.095
1.104,-0.105
1.108,-0.085
1.112,-0.085
1.116,-0.090
1.120,-0.105
1.124,-0.085
1.128,-0.110
1.132,-0.100
1.136,-0.090
1.140,-0.080
1.144,-0.095
1.148,-0.085
1.152,-0.085
1.156,-0.055
1.160,-0.055
1.164,-0.040
1.168,-0.030
1.172,-0.055
1.176,-0.040
1.180,-0.045
1.184,-0.030
1.188,0.005
1.192,0.005
1.196,0.085
1.200,0.170
1.204,0.235
1.208,0.230
1.212,0.150
1.216,0.010
1.220,-0.210
1.224,-0.500
1.228,-0.755
1.232,-0.825
1.236,-0.775
1.240,-0.640
1.244,-0.480
1.248,-0.325
1.252,-0.215
1.256,-0.135
1.260,-0.115
1.264,-0.080
1.268,-0.100
1.272,-0.090
1.276,-0.060
1.280,-0.065
1.284,-0.065
1.288,-0.075
1.292,-0.040
1.296,-0.045
1.300,-0.070
1.304,-0.090
1.308,-0.070
1.312,-0.050
1.316,-0.050
1.320,-0.040
1.324,-0.055
1.328,-0.040
1.332,-0.025
1.336,-0.040
1.340,-0.055
1.344,-0.045
1.348,-0.055
1.352,-0.060
1.356,-0.065
1.360,-0.045
1.364,-0.040
1.368,-0.060
1.372,-0.040
1.376,-0.040
1.380,-0.040
1.384,-0.025
1.388,-0.035
1.392,-0.030
1.396,-0.025
1.400,-0.040
1.404,-0.015
1.408,-0.015
1.412,-0.030
1.416,-0.015
1.420,-0.015
1.424,-0.015
1.428,-0.015
1.432,-0.005
1.436,-0.005
1.440,0.000
1.444,-0.005
1.448,-0.025
1.452,-0.010
1.456,-0.030
1.460,-0.035
1.464,-0.035
1.468,-0.035
1.472,-0.020
1.476,-0.010
1.480,-0.025
1.484,-0.035
1.488,-0.030
1.492,-0.030
1.496,-0.030
1.500,-0.035
1.504,-0.040
1.508,-0.050
1.512,-0.050
1.516,-0.075
1.520,-0.060
1.524,-0.055
1.528,-0.050
1.532,-0.050
1.536,-0.070
1.540,-0.090
1.544,-0.085
1.548,-0.080
1.552,-0.080
1.556,-0.090
1.560,-0.100
1.564,-0.095
1.568,-0.080
1.572,-0.085
1.576,-0.080
1.580,-0.080
1.584,-0.090
1.588,-0.070
1.592,-0.080
1.596,-0.085
1.600,-0.085
1.604,-0.085
1.608,-0.075
1.612,-0.085
1.616,-0.075
1.620,-0.080
1.624,-0.085
1.628,-0.075
1.632,-0.060
1.636,-0.070
1.640,-0.070
1.644,-0.060
1.648,-0.080
1.652,-0.090
1.656,-0.075
1.660,-0.070
1.664,-0.070
1.668,-0.070
1.672,-0.075
1.676,-0.080
1.680,-0.080
1.684,-0.090
1.688,-0.105
1.692,-0.095
1.696,-0.100
1.700,-0.070
1.704,-0.095
1.708,-0.080
1.712,-0.100
1.716,-0.075
1.720,-0.075
1.724,-0.075
1.728,-0.115
1.732,-0.115
1.736,-0.100
1.740,-0.080
1.744,-0.105
1.748,-0.070
1.752,-0.055
1.756,-0.070
1.760,-0.080
1.764,-0.070
1.768,-0.095
1.772,-0.095
1.776,-0.070
1.780,-0.080
1.784,-0.100
1.788,-0.110
1.792,-0.075
1.796,-0.085
1.800,-0.095
1.804,-0.095
1.808,-0.075
1.812,-0.090
1.816,-0.090
1.820,-0.080
1.824,-0.090
1.828,-0.085
1.832,-0.090
1.836,-0.080
1.840,-0.070
1.844,-0.075
1.848,-0.090
1.852,-0.095
1.856,-0.075
1.860,-0.065
1.864,-0.090
1.868,-0.090
1.872,-0.110
1.876,-0.100
1.880,-0.130
1.884,-0.130
1.888,-0.120
1.892,-0.110
1.896,-0.105
1.900,-0.125
1.904,-0.115
1.908,-0.115
1.912,-0.100
1.916,-0.100
1.920,-0.095
1.924,-0.085
1.928,-0.090
1.932,-0.075
1.936,-0.075
1.940,-0.075
1.944,-0.060
1.948,-0.050
1.952,-0.030
1.956,-0.040
1.960,-0.055
1.964,-0.030
1.968,-0.005
1.972,0.015
1.976,0.070
1.980,0.125
1.984,0.195
1.988,0.220
1.992,0.200
1.996,0.140
2.000,0.010
2.004,-0.250
2.008,-0.565
2.012,-0.735
2.016,-0.775
2.020,-0.670
2.024,-0.565
2.028,-0.385
2.032,-0.240
2.036,-0.140
2.040,-0.085
2.044,-0.055
2.048,-0.030
2.052,-0.025
2.056,-0.010
2.060,-0.025
2.064,0.000
2.068,-0.015
2.072,-0.005
2.076,-0.025
2.080,0.000
2.084,-0.015
2.088,-0.020
2.092,-0.015
2.096,-0.015
2.100,-0.020
2.104,-0.025
2.108,-0.020
2.112,-0.020
2.116,-0.010
2.120,0.015
2.124,0.000
2.128,0.000
2.132,0.010
2.136,0.015
2.140,0.005
2.144,0.040
2.148,0.020
2.152,0.025
2.156,0.035
2.160,0.020
2.164,0.020
2.168,0.020
2.172,0.025
2.176,0.035
2.180,0.035
2.184,0.050
2.188,0.040
2.192,0.020
2.196,0.035
2.200,0.035
2.204,0.040
2.208,0.040
2.212,0.035
2.216,0.040
2.220,0.040
2.224,0.040
2.228,0.040
2.232,0.025
2.236,0.040
2.240,0.025
2.244,0.035
2.248,0.020
2.252,0.040
2.256,0.040
2.260,0.035
2.264,0.055
2.268,0.040
2.272,0.050
2.276,0.050
2.280,0.030
2.284,0.025
2.288,0.035
2.292,0.030
2.296,0.010
2.300,0.005
2.304,0.010
2.308,-0.020
2.312,-0.015
2.316,0.000
2.320,-0.005
2.324,-0.025
2.328,-0.020
2.332,-0.025
2.336,-0.020
2.340,-0.035
2.344,-0.020
2.348,-0.025
2.352,-0.040
2.356,-0.040
2.360,-0.050
2.364,-0.010
2.368,-0.025
2.372,-0.025
2.376,-0.015
2.380,-0.040
2.384,-0.025
2.388,-0.015
2.392,-0.030
2.396,-0.015
2.400,-0.020
2.404,-0.040
2.408,-0.045
2.412,-0.045
2.416,-0.025
2.420,-0.015
2.424,-0.010
2.428,-0.035
2.432,-0.025
2.436,-0.025
2.440,-0.045
2.444,-0.035
2.448,-0.050
2.452,-0.030
2.456,-0.025
2.460,-0.040
2.464,-0.030
2.468,-0.040
2.472,-0.055
2.476,-0.060
2.480,-0.050
2.484,-0.065
2.488,-0.050
2.492,-0.065
2.496,-0.075
2.500,-0.055
2.504,-0.055
2.508,-0.055
2.512,-0.060
2.516,-0.055
2.520,-0.065
2.524,-0.055
2.528,-0.060
2.532,-0.085
2.536,-0.060
2.540,-0.065
2.544,-0.060
2.548,-0.060
2.552,-0.060
2.556,-0.050
2.560,-0.070
2.564,-0.060
2.568,-0.055
2.572,-0.050
2.576,-0.065
2.580,-0.055
2.584,-0.060
2.588,-0.055
2.592,-0.070
2.596,-0.070
2.600,-0.070
2.604,-0.080
2.608,-0.065
2.612,-0.050
2.616,-0.060
2.620,-0.055
2.624,-0.070
2.628,-0.065
2.632,-0.070
2.636,-0.065
2.640,-0.085
2.644,-0.080
2.648,-0.080
2.652,-0.100
2.656,-0.115
2.660,-0.110
2.664,-0.100
2.668,-0.075
2.672,-0.110
2.676,-0.110
2.680,-0.110
2.684,-0.085
2.688,-0.095
2.692,-0.125
2.696,-0.115
2.700,-0.095
2.704,-0.085
2.708,-0.070
2.712,-0.090
2.716,-0.080
2.720,-0.065
2.724,-0.050
2.728,-0.060
2.732,-0.055
2.736,-0.060
2.740,-0.060
2.744,-0.035
2.748,-0.030
2.752,0.015
2.756,0.040
2.760,0.105
2.764,0.175
2.768,0.255
2.772,0.245
2.776,0.175
2.780,0.060
2.784,-0.135
2.788,-0.465
2.792,-0.700
2.796,-0.775
2.800,-0.710
2.804,-0.590
2.808,-0.425
2.812,-0.275
2.816,-0.160
2.820,-0.095
2.824,-0.070
2.828,-0.040
2.832,-0.055
2.836,-0.010
2.840,-0.020
2.844,-0.045
2.848,-0.035
2.852,-0.035
2.856,-0.030
2.860,-0.035
2.864,-0.025
2.868,-0.005
2.872,-0.020
2.876,-0.030
2.880,-0.015
2.884,-0.015
2.888,-0.015
2.892,0.005
2.896,-0.020
2.900,0.010
2.904,-0.010
2.908,0.010
2.912,0.000
2.916,-0.005
2.920,0.020
2.924,0.015
2.928,0.020
2.932,0.000
2.936,0.005
2.940,0.010
2.944,0.025
2.948,0.015
2.952,0.035
2.956,0.045
2.960,0.035
2.964,0.020
2.968,0.020
