'Elapsed time','ECG1'
'seconds','mV'
0.000,-0.260
0.004,-0.275
0.008,-0.250
0.012,-0.235
0.016,-0.250
0.020,-0.250
0.024,-0.275
0.028,-0.310
0.032,-0.340
0.036,-0.310
0.040,-0.285
0.044,-0.175
0.048,0.005
0.052,0.285
0.056,0.570
0.060,0.770
0.064,0.785
0.068,0.445
0.072,-0.105
0.076,-0.580
0.080,-0.850
0.084,-0.870
0.088,-0.710
0.092,-0.525
0.096,-0.375
0.100,-0.290
0.104,-0.270
0.108,-0.260
0.112,-0.280
0.116,-0.290
0.120,-0.280
0.124,-0.275
0.128,-0.310
0.132,-0.320
0.136,-0.320
0.140,-0.365
0.144,-0.375
0.148,-0.385
0.152,-0.360
0.156,-0.330
0.160,-0.310
0.164,-0.280
0.168,-0.290
0.172,-0.280
0.176,-0.255
0.180,-0.275
0.184,-0.245
0.188,-0.225
0.192,-0.215
0.196,-0.230
0.200,-0.210
0.204,-0.205
0.208,-0.230
0.212,-0.180
0.216,-0.185
0.220,-0.155
0.224,-0.170
0.228,-0.170
0.232,-0.160
0.236,-0.145
0.240,-0.130
0.244,-0.120
0.248,-0.110
0.252,-0.090
0.256,-0.085
0.260,-0.075
0.264,-0.040
0.268,-0.025
0.272,-0.015
0.276,-0.020
0.280,-0.020
0.284,-0.010
0.288,-0.005
0.292,-0.015
0.296,0.000
0.300,-0.010
0.304,-0.025
0.308,-0.045
0.312,-0.090
0.316,-0.105
0.320,-0.090
0.324,-0.085
0.328,-0.085
0.332,-0.105
0.336,-0.095
0.340,-0.120
0.344,-0.145
0.348,-0.145
0.352,-0.170
0.356,-0.160
0.360,-0.170
0.364,-0.185
0.368,-0.215
0.372,-0.220
0.376,-0.230
0.380,-0.240
0.384,-0.245
0.388,-0.235
0.392,-0.245
0.396,-0.235
0.400,-0.250
0.404,-0.230
0.408,-0.250
0.412,-0.240
0.416,-0.240
0.420,-0.255
0.424,-0.275
0.428,-0.260
0.432,-0.250
0.436,-0.265
0.440,-0.300
0.444,-0.300
0.448,-0.320
0.452,-0.320
0.456,-0.330
0.460,-0.350
0.464,-0.360
0.468,-0.360
0.472,-0.370
0.476,-0.370
0.480,-0.370
0.484,-0.350
0.488,-0.340
0.492,-0.340
0.496,-0.320
0.500,-0.310
0.504,-0.295
0.508,-0.290
0.512,-0.290
0.516,-0.305
0.520,-0.265
0.524,-0.285
0.528,-0.270
0.532,-0.285
0.536,-0.270
0.540,-0.270
0.544,-0.270
0.548,-0.275
0.552,-0.255
0.556,-0.255
0.560,-0.270
0.564,-0.240
0.568,-0.250
0.572,-0.250
0.576,-0.265
0.580,-0.290
0.584,-0.280
0.588,-0.275
0.592,-0.285
0.596,-0.285
0.600,-0.280
